12/13 assists,12/13 games,12/13 goals,12/13 minutes,13/14 assists,13/14 games,13/14 goals,13/14 minutes,14/15 assists,14/15 games,14/15 goals,14/15 minutes,15/16 assists,15/16 games,15/16 goals,15/16 minutes,16/17 assists,16/17 games,16/17 goals,16/17 minutes,17/18 assists,17/18 games,17/18 goals,17/18 minutes,age,current club,current league,foot,height,name,nationality,position
0.0,6.0,0.0,201.0,13.0,41.0,14.0,2482.0,7.0,44.0,14.0,3114.0,5.0,27.0,8.0,1315.0,1.0,23.0,10.0,1403.0,0.0,9.0,1.0,378.0,28,Akhisarspor,Süper Lig,right,180.0,Geoffrey Bia,Belgium  DR Congo,W
3.0,28.0,5.0,1757.0,15.0,62.0,29.0,4813.0,1.0,17.0,7.0,1343.0,,,,,0.0,4.0,0.0,243.0,3.0,22.0,6.0,1286.0,28,Akhisarspor,Süper Lig,right,185.0,Paulo Henrique,Brazil,CF
8.0,35.0,12.0,2000.0,3.0,37.0,16.0,2206.0,2.0,39.0,13.0,2004.0,2.0,33.0,16.0,2741.0,2.0,23.0,8.0,1527.0,3.0,26.0,8.0,1531.0,32,Akhisarspor,Süper Lig,right,185.0,Evgen Seleznev,Ukraine,CF
3.0,28.0,6.0,1786.0,7.0,33.0,2.0,1520.0,1.0,20.0,2.0,687.0,1.0,5.0,4.0,260.0,9.0,40.0,6.0,2384.0,2.0,9.0,0.0,467.0,29,Akhisarspor,Süper Lig,both,180.0,Marvin Emnes,Netherlands  Suriname,CF
0.0,35.0,26.0,3105.0,3.0,37.0,15.0,2912.0,4.0,23.0,2.0,1202.0,4.0,30.0,5.0,2284.0,2.0,30.0,3.0,1111.0,5.0,24.0,4.0,1172.0,28,Akhisarspor,Süper Lig,right,180.0,Mugdat Celik,Turkey,CF
5.0,29.0,3.0,1476.0,8.0,35.0,9.0,2427.0,3.0,23.0,7.0,1843.0,5.0,32.0,3.0,2110.0,7.0,30.0,13.0,2430.0,4.0,23.0,2.0,1751.0,30,Yeni Malatyaspor,Süper Lig,right,167.0,Adem Büyük,Turkey,W
,,,,0.0,5.0,0.0,322.0,3.0,19.0,1.0,634.0,0.0,22.0,2.0,834.0,1.0,28.0,2.0,1727.0,0.0,19.0,0.0,669.0,22,Yeni Malatyaspor,Süper Lig,left,178.0,Berk Yildiz,Turkey,W
6.0,24.0,5.0,2015.0,2.0,12.0,0.0,750.0,0.0,18.0,2.0,1166.0,0.0,14.0,0.0,625.0,3.0,34.0,8.0,2203.0,2.0,13.0,0.0,719.0,30,Yeni Malatyaspor,Süper Lig,right,173.0,Issiar Dia,Senegal  France,W
,,,,,,,,,,,,1.0,16.0,6.0,1300.0,1.0,24.0,5.0,1795.0,4.0,23.0,4.0,808.0,29,Yeni Malatyaspor,Süper Lig,right,176.0,Emanuel Dening,Argentina,W
0.0,1.0,0.0,74.0,,,,,3.0,28.0,6.0,2111.0,1.0,35.0,10.0,2221.0,5.0,36.0,20.0,2968.0,3.0,24.0,11.0,1965.0,30,Yeni Malatyaspor,Süper Lig,right,190.0,Khalid Boutaïb,Morocco  France,CF
1.0,27.0,14.0,1983.0,6.0,32.0,7.0,2252.0,2.0,23.0,5.0,1592.0,2.0,17.0,2.0,879.0,0.0,18.0,2.0,476.0,0.0,5.0,0.0,137.0,28,Yeni Malatyaspor,Süper Lig,right,178.0,Gilberto,Brazil,CF
4.0,24.0,2.0,1287.0,0.0,23.0,1.0,1061.0,2.0,25.0,4.0,1347.0,1.0,24.0,0.0,1666.0,0.0,29.0,10.0,1955.0,2.0,19.0,4.0,1043.0,27,Yeni Malatyaspor,Süper Lig,left,175.0,Eren Tozlu,Turkey,CF
,,,,0.0,4.0,1.0,173.0,0.0,4.0,2.0,309.0,1.0,23.0,3.0,1373.0,8.0,32.0,5.0,2500.0,0.0,21.0,4.0,1455.0,22,Kasimpasa,Süper Lig,right,171.0,Jhon Murillo,Venezuela,W
,,,,,,,,4.0,19.0,8.0,1309.0,0.0,12.0,0.0,495.0,3.0,38.0,6.0,2205.0,2.0,25.0,7.0,1469.0,24,Kasimpasa,Süper Lig,left,176.0,Samuel Eduok,Nigeria,W
0.0,31.0,4.0,2647.0,1.0,26.0,1.0,1446.0,3.0,25.0,0.0,878.0,4.0,32.0,1.0,1798.0,1.0,25.0,1.0,878.0,4.0,25.0,1.0,1060.0,25,Kasimpasa,Süper Lig,both,172.0,Ilhan Depe,Turkey,W
1.0,17.0,0.0,437.0,0.0,30.0,2.0,2055.0,8.0,36.0,5.0,2542.0,1.0,8.0,0.0,175.0,5.0,31.0,7.0,2398.0,4.0,25.0,11.0,2056.0,23,Kasimpasa,Süper Lig,both,179.0,Trezeguet,Egypt,W
,,,,1.0,11.0,7.0,985.0,1.0,14.0,3.0,927.0,4.0,44.0,20.0,3357.0,4.0,17.0,6.0,1376.0,1.0,8.0,4.0,467.0,26,Kasimpasa,Süper Lig,right,191.0,Mbaye Diagne,Senegal,CF
1.0,22.0,3.0,891.0,1.0,34.0,6.0,1896.0,2.0,30.0,3.0,1968.0,3.0,26.0,1.0,1259.0,1.0,25.0,6.0,1725.0,0.0,5.0,1.0,314.0,27,Kasimpasa,Süper Lig,right,186.0,Bengali-Fodé Koita,Guinea  France,CF
4.0,26.0,4.0,1523.0,4.0,34.0,7.0,1641.0,6.0,37.0,15.0,2439.0,6.0,26.0,5.0,1642.0,0.0,4.0,0.0,128.0,0.0,8.0,1.0,302.0,27,Kasimpasa,Süper Lig,right,185.0,Franck Etoundi,Cameroon,CF
,,,,4.0,26.0,3.0,1742.0,3.0,22.0,0.0,1906.0,1.0,19.0,4.0,1465.0,9.0,26.0,7.0,2212.0,1.0,6.0,2.0,411.0,23,Kardemir Karabükspor,Süper Lig,right,185.0,Adam Stahl,Sweden,W
,,,,,,,,,,,,,,,,0.0,27.0,3.0,1471.0,1.0,18.0,8.0,1588.0,22,Kardemir Karabükspor,Süper Lig,right,,Ahmet Karadayi,Belgium  Turkey,W
4.0,32.0,4.0,2351.0,5.0,35.0,7.0,2177.0,4.0,22.0,3.0,857.0,6.0,29.0,6.0,1705.0,6.0,29.0,9.0,1888.0,1.0,14.0,1.0,551.0,28,Kardemir Karabükspor,Süper Lig,right,177.0,Hervé Kage,DR Congo  Belgium,W
0.0,4.0,1.0,305.0,4.0,27.0,5.0,1066.0,0.0,16.0,3.0,1043.0,5.0,30.0,17.0,2449.0,5.0,39.0,12.0,2529.0,1.0,11.0,3.0,621.0,31,Kardemir Karabükspor,Süper Lig,right,178.0,Leandrinho,Brazil,W
2.0,36.0,17.0,3018.0,0.0,8.0,0.0,266.0,4.0,29.0,6.0,2110.0,3.0,35.0,8.0,2736.0,0.0,2.0,0.0,94.0,0.0,14.0,1.0,821.0,28,Kardemir Karabükspor,Süper Lig,right,186.0,Marius Alexe,Romania,CF
1.0,30.0,8.0,1695.0,6.0,32.0,11.0,2624.0,2.0,28.0,5.0,2179.0,2.0,28.0,11.0,2079.0,4.0,37.0,8.0,2655.0,0.0,12.0,0.0,759.0,31,Kardemir Karabükspor,Süper Lig,right,184.0,Ergin Keles,Turkey,CF
0.0,1.0,0.0,90.0,0.0,25.0,4.0,1678.0,0.0,28.0,6.0,1756.0,0.0,12.0,1.0,593.0,0.0,13.0,3.0,875.0,0.0,15.0,5.0,644.0,27,Kardemir Karabükspor,Süper Lig,,,Yusuf Akbulut,Turkey,CF
7.0,30.0,2.0,2023.0,4.0,33.0,8.0,2463.0,7.0,42.0,5.0,3671.0,6.0,33.0,4.0,1765.0,12.0,43.0,7.0,3592.0,1.0,23.0,0.0,1197.0,25,Olympiacos Piraeus,Super League,left,182.0,Sebá,Brazil,W
2.0,19.0,3.0,621.0,7.0,30.0,2.0,1530.0,0.0,12.0,2.0,713.0,5.0,29.0,2.0,1844.0,5.0,23.0,4.0,1361.0,5.0,33.0,8.0,2131.0,28,Olympiacos Piraeus,Super League,right,170.0,Marko Marin,Germany,W
9.0,33.0,9.0,2240.0,11.0,37.0,8.0,2619.0,3.0,36.0,11.0,1957.0,3.0,30.0,6.0,1342.0,6.0,37.0,4.0,2130.0,2.0,24.0,1.0,1474.0,30,Olympiacos Piraeus,Super League,right,182.0,Kevin Mirallas,Belgium,W
2.0,14.0,2.0,1020.0,6.0,41.0,9.0,2790.0,9.0,35.0,11.0,2403.0,7.0,32.0,8.0,1900.0,3.0,26.0,4.0,1326.0,3.0,30.0,4.0,1660.0,27,Olympiacos Piraeus,Super League,both,178.0,Felipe Pardo,Colombia,W
1.0,25.0,9.0,1413.0,3.0,27.0,5.0,1787.0,4.0,38.0,20.0,2034.0,1.0,16.0,2.0,538.0,2.0,34.0,28.0,2837.0,4.0,39.0,14.0,2095.0,24,Olympiacos Piraeus,Super League,right,181.0,Uros Djurdjevic,Serbia,CF
2.0,31.0,8.0,2017.0,7.0,32.0,15.0,2643.0,0.0,17.0,0.0,682.0,2.0,36.0,10.0,2073.0,5.0,34.0,9.0,2406.0,4.0,22.0,14.0,1552.0,27,Olympiacos Piraeus,Super League,both,183.0,Karim Ansarifard,Iran,CF
0.0,0.0,0.0,0.0,0.0,8.0,2.0,410.0,3.0,9.0,5.0,447.0,0.0,13.0,2.0,261.0,1.0,25.0,5.0,1373.0,1.0,6.0,1.0,321.0,22,Olympiacos Piraeus,Super League,both,185.0,Nikolaos Vergos,Greece,CF
3.0,26.0,6.0,1462.0,2.0,20.0,0.0,879.0,5.0,35.0,8.0,2658.0,3.0,46.0,20.0,3760.0,5.0,27.0,6.0,1431.0,4.0,30.0,5.0,1820.0,27,PAOK Thessaloniki,Super League,right,179.0,Róbert Mak,Slovakia,W
,,,,,,,,0.0,2.0,0.0,6.0,0.0,14.0,0.0,384.0,3.0,32.0,1.0,2124.0,2.0,25.0,1.0,1432.0,19,PAOK Thessaloniki,Super League,right,178.0,Dimitrios Limnios,Greece  Brazil,W
10.0,24.0,5.0,1777.0,5.0,30.0,7.0,2298.0,3.0,32.0,4.0,1952.0,8.0,28.0,7.0,2323.0,5.0,44.0,5.0,3212.0,2.0,26.0,6.0,1629.0,30,PAOK Thessaloniki,Super League,right,176.0,Djalma,Angola  Portugal,W
3.0,32.0,12.0,1415.0,2.0,21.0,6.0,1234.0,5.0,31.0,16.0,2566.0,9.0,47.0,16.0,2914.0,5.0,45.0,18.0,2445.0,6.0,32.0,21.0,2420.0,27,PAOK Thessaloniki,Super League,right,191.0,Aleksandar Prijovic,Serbia  Switzerland,CF
,,,,0.0,11.0,3.0,314.0,0.0,15.0,0.0,588.0,1.0,25.0,6.0,962.0,5.0,32.0,6.0,1612.0,2.0,19.0,3.0,857.0,22,PAOK Thessaloniki,Super League,right,184.0,Efthymios Koulouris,Greece,CF
3.0,33.0,7.0,2215.0,3.0,29.0,2.0,1978.0,6.0,25.0,2.0,1446.0,0.0,11.0,1.0,382.0,6.0,36.0,8.0,2046.0,3.0,40.0,14.0,2421.0,31,AEK Athens,Super League,both,183.0,Lazaros Christodoulopoulos,Greece,W
2.0,25.0,7.0,1237.0,1.0,23.0,4.0,991.0,0.0,13.0,1.0,398.0,0.0,18.0,1.0,598.0,3.0,26.0,7.0,1537.0,5.0,37.0,10.0,2648.0,24,AEK Athens,Super League,right,182.0,Marko Livaja,Croatia,CF
4.0,34.0,7.0,1481.0,1.0,23.0,4.0,1184.0,8.0,44.0,25.0,3736.0,5.0,31.0,5.0,1909.0,7.0,33.0,11.0,2161.0,4.0,36.0,11.0,2368.0,26,AEK Athens,Super League,right,180.0,Sergio Araujo,Argentina,CF
0.0,12.0,0.0,323.0,2.0,16.0,2.0,876.0,0.0,10.0,1.0,417.0,1.0,10.0,2.0,706.0,3.0,30.0,12.0,2514.0,0.0,16.0,2.0,449.0,23,AEK Athens,Super League,right,186.0,Georgios Giakoumakis,Greece,CF
,,,,0.0,0.0,0.0,0.0,,,,,0.0,7.0,1.0,214.0,1.0,11.0,0.0,555.0,0.0,5.0,1.0,199.0,21,AEK Athens,Super League,right,184.0,Dimitrios Melikiotis,Greece,CF
7.0,36.0,2.0,2097.0,5.0,34.0,3.0,2026.0,8.0,38.0,9.0,3226.0,1.0,33.0,4.0,2206.0,0.0,13.0,2.0,540.0,1.0,19.0,4.0,857.0,30,Panathinaikos Athens,Super League,left,174.0,Anthony Mounier,France,W
1.0,16.0,6.0,1207.0,0.0,0.0,0.0,0.0,4.0,27.0,3.0,2221.0,6.0,31.0,5.0,1442.0,3.0,31.0,6.0,1599.0,0.0,4.0,0.0,146.0,23,Panathinaikos Athens,Super League,both,181.0,Giannis Mystakidis,Greece,W
,,,,,,,,,,,,,,,,1.0,15.0,1.0,596.0,2.0,22.0,0.0,1006.0,20,Panathinaikos Athens,Super League,both,178.0,Anastasios Chatzigiovannis,Greece,W
,,,,,,,,,,,,,,,,,,,,0.0,2.0,0.0,46.0,17,Panathinaikos Athens,Super League,,171.0,Dimitrios Emmanouilidis,Greece,W
,,,,,,,,,,,,,,,,,,,,0.0,3.0,0.0,19.0,20,Panathinaikos Athens,Super League,right,182.0,Christos Kountouriotis,Greece,W
3.0,28.0,14.0,1561.0,3.0,11.0,8.0,904.0,0.0,13.0,2.0,607.0,3.0,28.0,5.0,1330.0,1.0,11.0,2.0,453.0,3.0,22.0,7.0,1425.0,29,Panathinaikos Athens,Super League,right,186.0,Guillermo Molins,Sweden  Uruguay,CF
,,,,,,,,,,,,,,,,0.0,5.0,1.0,66.0,0.0,9.0,0.0,383.0,20,Panathinaikos Athens,Super League,,177.0,Sotiris Pispas,Greece,CF
,,,,0.0,2.0,0.0,57.0,0.0,16.0,1.0,1087.0,2.0,30.0,5.0,2217.0,7.0,29.0,7.0,2175.0,5.0,25.0,11.0,2213.0,24,Atromitos Athen,Super League,right,176.0,Amr Warda,Egypt,W
,,,,,,,,0.0,11.0,7.0,788.0,6.0,32.0,7.0,2629.0,3.0,33.0,10.0,2558.0,4.0,28.0,1.0,1520.0,23,Atromitos Athen,Super League,left,180.0,Bruno,Brazil,W
2.0,38.0,14.0,3252.0,2.0,32.0,6.0,2730.0,1.0,31.0,4.0,2499.0,0.0,32.0,7.0,2852.0,3.0,30.0,9.0,2499.0,0.0,11.0,3.0,751.0,30,Atromitos Athen,Super League,right,177.0,Georgios Manousos,Greece,W
4.0,17.0,7.0,1135.0,4.0,27.0,13.0,1899.0,5.0,30.0,13.0,2062.0,0.0,32.0,14.0,1779.0,2.0,22.0,13.0,1464.0,3.0,30.0,7.0,1957.0,30,Atromitos Athen,Super League,right,180.0,Abiola Dauda,Nigeria  Sweden,CF
0.0,1.0,0.0,41.0,,,,,2.0,32.0,4.0,2498.0,3.0,25.0,4.0,2250.0,0.0,11.0,4.0,656.0,7.0,29.0,6.0,2314.0,29,Atromitos Athen,Super League,right,179.0,Nicolas Diguiny,France,CF
,,,,,,,,,,,,,,,,,,,,1.0,4.0,1.0,90.0,21,Atromitos Athen,Super League,right,177.0,Konstantinos Kotsopoulos,Greece,CF
,,,,,,,,1.0,20.0,1.0,627.0,0.0,37.0,2.0,2455.0,0.0,37.0,6.0,2291.0,1.0,37.0,7.0,2745.0,24,Panionios Athens,Super League,right,184.0,Georgios Masouras,Greece,W
3.0,22.0,9.0,1594.0,5.0,25.0,5.0,1634.0,1.0,15.0,1.0,539.0,4.0,30.0,6.0,2069.0,2.0,22.0,1.0,1132.0,3.0,28.0,10.0,1845.0,24,Panionios Athens,Super League,both,173.0,Srdjan Spiridonovic,Austria  Serbia,W
,,,,,,,,,,,,0.0,2.0,0.0,19.0,1.0,27.0,1.0,1153.0,5.0,31.0,8.0,2114.0,20,Panionios Athens,Super League,right,183.0,Lazaros Lamprou,Greece,W
,,,,,,,,,,,,,,,,0.0,4.0,0.0,104.0,0.0,5.0,0.0,131.0,19,Panionios Athens,Super League,left,181.0,Gerasimos Voukelatos,Greece,W
2.0,10.0,2.0,576.0,0.0,4.0,1.0,183.0,1.0,11.0,3.0,471.0,2.0,18.0,4.0,479.0,0.0,13.0,1.0,731.0,1.0,26.0,7.0,1323.0,23,Panionios Athens,Super League,right,180.0,Samed Yesil,Germany  Turkey,CF
,,,,,,,,1.0,23.0,6.0,1281.0,0.0,16.0,1.0,776.0,3.0,28.0,8.0,2015.0,1.0,25.0,5.0,1557.0,21,Panionios Athens,Super League,right,185.0,Fiorin Durmishaj,Albania  Greece,CF
6.0,45.0,16.0,3125.0,4.0,16.0,8.0,923.0,0.0,22.0,2.0,1039.0,2.0,31.0,8.0,2432.0,0.0,11.0,2.0,437.0,2.0,26.0,3.0,1059.0,30,Panionios Athens,Super League,right,181.0,Nicki Bille Nielsen,Denmark,CF
,,,,1.0,23.0,1.0,990.0,0.0,27.0,2.0,1663.0,0.0,24.0,1.0,881.0,6.0,23.0,5.0,1427.0,2.0,29.0,6.0,2155.0,24,Panetolikos Agrinio,Super League,right,174.0,Farley Rosa,Brazil  Portugal,W
,,,,,,,,,,,,,,,,0.0,4.0,0.0,82.0,0.0,5.0,0.0,149.0,20,Panetolikos Agrinio,Super League,,,Ilias Gianniotis,Greece,W
,,,,0.0,13.0,3.0,615.0,0.0,4.0,1.0,116.0,0.0,17.0,0.0,759.0,3.0,30.0,2.0,2257.0,1.0,26.0,3.0,1500.0,23,Panetolikos Agrinio,Super League,right,174.0,Clésio Baúque,Mozambique,W
1.0,14.0,1.0,887.0,1.0,9.0,1.0,728.0,0.0,35.0,5.0,1940.0,1.0,23.0,1.0,816.0,2.0,34.0,1.0,1850.0,3.0,28.0,5.0,2340.0,28,Panetolikos Agrinio,Super League,right,169.0,Jorge Díaz,Uruguay  Spain,W
0.0,13.0,3.0,452.0,0.0,10.0,0.0,258.0,2.0,19.0,3.0,1138.0,1.0,15.0,9.0,991.0,3.0,29.0,10.0,1910.0,1.0,24.0,7.0,1725.0,24,Panetolikos Agrinio,Super League,right,183.0,Vlad Morar,Romania,CF
,,,,,,,,,,,,,,,,0.0,1.0,0.0,64.0,0.0,1.0,0.0,1.0,20,Panetolikos Agrinio,Super League,,,Georgios Vakrakos,Greece,CF
0.0,4.0,0.0,115.0,1.0,10.0,0.0,392.0,1.0,25.0,3.0,1557.0,2.0,12.0,1.0,878.0,2.0,15.0,0.0,544.0,0.0,16.0,0.0,855.0,24,Asteras Tripolis,Super League,left,180.0,Eugenio Isnaldo,Argentina,W
,,,,,,,,,,,,,,,,0.0,2.0,0.0,150.0,,,,,19,Asteras Tripolis,Super League,left,175.0,Gyeol-Hee Jang,"Korea, South",W
5.0,30.0,4.0,1314.0,7.0,31.0,3.0,2263.0,7.0,33.0,13.0,2641.0,3.0,27.0,5.0,1282.0,5.0,28.0,2.0,2019.0,3.0,22.0,4.0,1491.0,27,Asteras Tripolis,Super League,right,171.0,Nikolaos Kaltsas,Greece,W
,,,,,,,,,,,,,,,,3.0,14.0,1.0,720.0,2.0,15.0,0.0,1043.0,25,Asteras Tripolis,Super League,right,183.0,Giannis Kotsiras,Greece,W
0.0,6.0,1.0,254.0,2.0,12.0,2.0,1140.0,1.0,22.0,5.0,1713.0,0.0,27.0,1.0,1321.0,1.0,18.0,0.0,451.0,1.0,14.0,5.0,1143.0,21,Asteras Tripolis,Super League,right,178.0,Nabil Jaadi,Morocco  Belgium,W
,,,,,,,,,,,,,,,,0.0,6.0,0.0,234.0,1.0,16.0,1.0,1394.0,19,Asteras Tripolis,Super League,right,173.0,Giannis Bastianos,Greece,W
5.0,44.0,20.0,3203.0,1.0,33.0,7.0,2360.0,2.0,33.0,9.0,2008.0,2.0,30.0,10.0,2330.0,0.0,34.0,12.0,2204.0,0.0,26.0,8.0,1895.0,28,Asteras Tripolis,Super League,right,189.0,Michalis Manias,Greece,CF
,,,,,,,,,,,,,,,,,,,,0.0,18.0,2.0,630.0,18,Asteras Tripolis,Super League,,,Anastasios Douvikas,Greece,CF
,,,,,,,,,,,,,,,,0.0,21.0,3.0,1589.0,0.0,17.0,5.0,1485.0,21,Asteras Tripolis,Super League,both,185.0,Rooney Wankewai,Cameroon,CF
,,,,,,,,,,,,,,,,0.0,3.0,2.0,219.0,0.0,2.0,0.0,65.0,19,PAS Giannina,Super League,,176.0,Enes Dolovac,Serbia,W
,,,,0.0,0.0,0.0,0.0,2.0,7.0,0.0,386.0,0.0,8.0,3.0,555.0,1.0,27.0,2.0,1103.0,3.0,29.0,0.0,1715.0,20,PAS Giannina,Super League,right,174.0,Georgios Manthatis,Greece,W
2.0,19.0,2.0,1013.0,7.0,33.0,7.0,2718.0,4.0,38.0,10.0,3153.0,0.0,26.0,5.0,2115.0,0.0,25.0,2.0,1593.0,1.0,20.0,2.0,764.0,33,PAS Giannina,Super League,both,179.0,Karim Soltani,Algeria  France,W
,,,,0.0,32.0,4.0,1526.0,0.0,34.0,3.0,2476.0,0.0,37.0,17.0,3168.0,3.0,30.0,14.0,2118.0,0.0,25.0,19.0,2117.0,29,PAS Giannina,Super League,,181.0,Pedro Conde,Spain,CF
1.0,10.0,0.0,259.0,3.0,33.0,20.0,1580.0,0.0,12.0,4.0,937.0,1.0,30.0,2.0,1443.0,2.0,28.0,5.0,1171.0,0.0,2.0,0.0,48.0,26,PAS Giannina,Super League,right,184.0,Philip Hellquist,Sweden,CF
,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,2.0,15.0,1.0,823.0,21,PAS Giannina,Super League,right,180.0,Franck Betra,France,CF
5.0,27.0,2.0,2082.0,5.0,34.0,6.0,2489.0,0.0,10.0,0.0,544.0,1.0,23.0,0.0,1602.0,5.0,28.0,5.0,1923.0,0.0,22.0,5.0,1565.0,31,AOK Kerkyra,Super League,left,180.0,Denis Epstein,Germany,W
4.0,12.0,0.0,742.0,0.0,6.0,0.0,273.0,3.0,24.0,4.0,1002.0,1.0,25.0,0.0,1171.0,0.0,17.0,0.0,818.0,0.0,9.0,3.0,482.0,25,AOK Kerkyra,Super League,left,176.0,Fábio Nunes,Portugal,W
4.0,42.0,8.0,3295.0,3.0,27.0,7.0,1625.0,9.0,34.0,8.0,2097.0,2.0,32.0,9.0,2009.0,2.0,27.0,2.0,1506.0,0.0,13.0,1.0,505.0,31,AOK Kerkyra,Super League,left,177.0,Alexandros Kontos,Greece,W
3.0,38.0,3.0,2932.0,1.0,23.0,1.0,797.0,2.0,14.0,0.0,514.0,3.0,30.0,4.0,2435.0,1.0,23.0,1.0,1601.0,0.0,13.0,1.0,880.0,32,AOK Kerkyra,Super League,right,168.0,Fotis Georgiou,Greece,W
,,,,0.0,31.0,15.0,2273.0,0.0,31.0,5.0,1730.0,2.0,22.0,2.0,782.0,0.0,27.0,7.0,2353.0,0.0,8.0,2.0,565.0,27,AOK Kerkyra,Super League,right,183.0,Thuram,Brazil,CF
0.0,4.0,1.0,290.0,0.0,33.0,10.0,2409.0,0.0,16.0,10.0,916.0,0.0,23.0,3.0,789.0,0.0,30.0,4.0,1081.0,0.0,19.0,1.0,536.0,26,AOK Kerkyra,Super League,both,185.0,Nestoras Mytidis,Cyprus,CF
,,,,,,,,2.0,20.0,0.0,751.0,1.0,28.0,4.0,1970.0,0.0,7.0,1.0,295.0,2.0,20.0,3.0,1566.0,24,AOK Kerkyra,Super League,right,179.0,Georgios Pamlidis,Greece,CF
,,,,,,,,,,,,,,,,0.0,5.0,0.0,249.0,2.0,12.0,1.0,618.0,26,AOK Kerkyra,Super League,right,178.0,Jonathan Bauman,Argentina,CF
,,,,1.0,9.0,2.0,328.0,0.0,7.0,0.0,211.0,1.0,14.0,0.0,521.0,0.0,16.0,3.0,382.0,0.0,12.0,1.0,727.0,24,AOK Kerkyra,Super League,right,186.0,Konstantinos Georgakopoulos,Greece,CF
7.0,22.0,4.0,1182.0,1.0,20.0,4.0,1307.0,6.0,20.0,4.0,1143.0,1.0,8.0,1.0,459.0,7.0,29.0,9.0,1912.0,0.0,26.0,5.0,1908.0,23,Apollon Smyrnis,Super League,both,184.0,Christos Albanis,Greece,W
4.0,24.0,4.0,1266.0,2.0,29.0,4.0,1584.0,2.0,28.0,3.0,1692.0,6.0,31.0,8.0,2682.0,5.0,31.0,13.0,2236.0,0.0,10.0,0.0,482.0,25,Apollon Smyrnis,Super League,right,172.0,Savvas Siatravanis,Greece,W
9.0,33.0,10.0,2983.0,7.0,42.0,9.0,3572.0,2.0,24.0,7.0,2061.0,3.0,26.0,2.0,2243.0,4.0,35.0,8.0,2920.0,0.0,24.0,7.0,1903.0,33,Apollon Smyrnis,Super League,right,178.0,Enver Alivodic,Serbia,W
0.0,27.0,0.0,1566.0,0.0,12.0,1.0,273.0,0.0,23.0,4.0,1152.0,5.0,27.0,4.0,1809.0,1.0,29.0,5.0,1676.0,0.0,11.0,0.0,504.0,27,Apollon Smyrnis,Super League,right,185.0,Darren Maatsen,Netherlands  Suriname,W
9.0,23.0,7.0,1269.0,13.0,47.0,21.0,3622.0,14.0,38.0,8.0,2586.0,3.0,27.0,10.0,2235.0,1.0,18.0,8.0,930.0,4.0,24.0,11.0,1986.0,29,Apollon Smyrnis,Super League,right,185.0,Anthony Stokes,Ireland,CF
0.0,8.0,0.0,84.0,0.0,1.0,0.0,15.0,,,,,0.0,17.0,2.0,622.0,2.0,31.0,10.0,2192.0,0.0,13.0,3.0,573.0,26,Apollon Smyrnis,Super League,,179.0,Eli Elbaz,Israel,CF
0.0,30.0,4.0,1427.0,2.0,15.0,2.0,696.0,1.0,15.0,0.0,449.0,0.0,0.0,0.0,0.0,0.0,8.0,6.0,598.0,0.0,18.0,1.0,1242.0,32,Apollon Smyrnis,Super League,right,182.0,Gonzalo Castillejos,Argentina,CF
1.0,6.0,0.0,138.0,,,,,0.0,26.0,3.0,1098.0,0.0,31.0,2.0,1530.0,2.0,28.0,3.0,1751.0,2.0,23.0,1.0,1245.0,24,AO Xanthi,Super League,,174.0,Kike Boula,Equatorial Guinea  Spain,W
2.0,28.0,3.0,1525.0,0.0,21.0,1.0,996.0,2.0,34.0,5.0,2295.0,0.0,2.0,0.0,49.0,2.0,24.0,1.0,941.0,1.0,19.0,4.0,1309.0,30,AO Xanthi,Super League,right,178.0,Brito,Cape Verde  Portugal,W
2.0,16.0,0.0,648.0,0.0,4.0,0.0,60.0,9.0,29.0,1.0,2155.0,9.0,36.0,4.0,3032.0,1.0,22.0,2.0,450.0,3.0,25.0,0.0,1203.0,26,AO Xanthi,Super League,left,178.0,Petar Djurickovic,Serbia,W
0.0,4.0,0.0,204.0,3.0,24.0,3.0,1155.0,0.0,4.0,0.0,139.0,2.0,12.0,0.0,417.0,7.0,30.0,2.0,1630.0,4.0,18.0,3.0,959.0,25,AO Xanthi,Super League,both,181.0,Panagiotis Triadis,Greece  Germany,W
2.0,12.0,0.0,571.0,3.0,32.0,2.0,2055.0,2.0,35.0,10.0,2598.0,2.0,38.0,14.0,3042.0,1.0,34.0,1.0,2150.0,0.0,28.0,9.0,2057.0,31,AO Xanthi,Super League,both,170.0,Erik Jendrisek,Slovakia,CF
,,,,0.0,2.0,1.0,180.0,0.0,38.0,10.0,2622.0,0.0,1.0,0.0,44.0,1.0,9.0,0.0,494.0,0.0,17.0,5.0,605.0,26,AO Xanthi,Super League,right,182.0,Matías Castro,Argentina,CF
,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,25.0,19,AO Xanthi,Super League,,187.0,Nikolaos Sampanidis,Greece,CF
0.0,8.0,1.0,193.0,4.0,19.0,2.0,1195.0,0.0,21.0,7.0,1511.0,2.0,28.0,2.0,1470.0,2.0,28.0,0.0,1890.0,3.0,24.0,4.0,1847.0,24,AE Larisa,Super League,right,179.0,Milos Deletic,Serbia,W
0.0,28.0,1.0,1669.0,0.0,18.0,2.0,1192.0,0.0,32.0,3.0,2351.0,4.0,34.0,8.0,2683.0,3.0,23.0,3.0,1202.0,1.0,23.0,1.0,1573.0,25,AE Larisa,Super League,left,179.0,Nemanja Mladenovic,Serbia,W
