12/13 assists,12/13 games,12/13 goals,12/13 minutes,13/14 assists,13/14 games,13/14 goals,13/14 minutes,14/15 assists,14/15 games,14/15 goals,14/15 minutes,15/16 assists,15/16 games,15/16 goals,15/16 minutes,16/17 assists,16/17 games,16/17 goals,16/17 minutes,17/18 assists,17/18 games,17/18 goals,17/18 minutes,age,current club,current league,foot,height,name,nationality,position
11.0,42.0,8.0,3695.0,6.0,28.0,4.0,2171.0,14.0,49.0,15.0,4157.0,6.0,38.0,13.0,2994.0,5.0,37.0,9.0,3022.0,1.0,21.0,3.0,1420.0,27,West Ham United,Premier League,right,180.0,Michail Antonio,England  Jamaica,W
8.0,36.0,18.0,2086.0,4.0,35.0,9.0,1418.0,9.0,35.0,9.0,1492.0,5.0,43.0,26.0,3201.0,4.0,36.0,13.0,2646.0,1.0,29.0,7.0,1727.0,29,West Ham United,Premier League,right,175.0,Chicharito,Mexico,CF
4.0,26.0,7.0,1954.0,5.0,16.0,2.0,1138.0,3.0,16.0,5.0,1236.0,2.0,32.0,9.0,1729.0,2.0,22.0,7.0,1580.0,1.0,14.0,2.0,812.0,29,West Ham United,Premier League,left,193.0,Andy Carroll,England,CF
,,,,1.0,31.0,10.0,1174.0,2.0,20.0,6.0,1120.0,0.0,32.0,5.0,1081.0,3.0,47.0,13.0,3384.0,2.0,31.0,10.0,2390.0,25,West Ham United,Premier League,right,183.0,Jordan Hugill,England,CF
,,,,1.0,9.0,1.0,225.0,2.0,43.0,6.0,2652.0,4.0,42.0,1.0,2484.0,6.0,43.0,3.0,1848.0,2.0,35.0,4.0,1993.0,21,Leicester City,Premier League,right,179.0,Demarai Gray,England  Jamaica,W
6.0,38.0,5.0,2399.0,10.0,40.0,9.0,2818.0,3.0,32.0,4.0,2242.0,10.0,39.0,18.0,3128.0,7.0,48.0,10.0,3766.0,11.0,32.0,11.0,2504.0,27,Leicester City,Premier League,left,179.0,Riyad Mahrez,Algeria  France,W
4.0,29.0,5.0,1638.0,11.0,41.0,16.0,3108.0,10.0,36.0,5.0,2362.0,8.0,38.0,24.0,3210.0,7.0,48.0,16.0,3821.0,1.0,33.0,16.0,2703.0,31,Leicester City,Premier League,right,179.0,Jamie Vardy,England,CF
,,,,,,,,2.0,6.0,4.0,442.0,7.0,36.0,14.0,1318.0,3.0,29.0,7.0,899.0,3.0,23.0,7.0,1016.0,21,Leicester City,Premier League,left,184.0,Kelechi Iheanacho,Nigeria,CF
1.0,42.0,4.0,2023.0,1.0,35.0,15.0,2885.0,6.0,35.0,14.0,3087.0,2.0,39.0,6.0,2222.0,1.0,41.0,6.0,2211.0,3.0,28.0,7.0,1392.0,31,Leicester City,Premier League,both,174.0,Shinji Okazaki,Japan,CF
,,,,,,,,,,,,,,,,0.0,2.0,0.0,59.0,1.0,29.0,5.0,2157.0,22,Leicester City,Premier League,left,175.0,Fousseni Diabaté,Mali  France,CF
11.0,41.0,10.0,3354.0,15.0,42.0,13.0,3325.0,10.0,43.0,15.0,3572.0,1.0,23.0,2.0,1149.0,0.0,8.0,0.0,200.0,0.0,19.0,6.0,718.0,29,Crystal Palace,Premier League,left,183.0,Bakary Sako,Mali  France,W
12.0,50.0,8.0,4350.0,1.0,20.0,1.0,1054.0,4.0,35.0,4.0,2300.0,7.0,43.0,5.0,3362.0,11.0,37.0,7.0,3131.0,3.0,21.0,4.0,1831.0,25,Crystal Palace,Premier League,right,180.0,Wilfried Zaha,Cote d'Ivoire  England,W
8.0,27.0,5.0,1654.0,8.0,35.0,3.0,1973.0,6.0,35.0,6.0,2017.0,6.0,27.0,7.0,1992.0,7.0,40.0,3.0,2820.0,7.0,31.0,2.0,2588.0,26,Crystal Palace,Premier League,left,177.0,Andros Townsend,England,W
8.0,44.0,5.0,3169.0,8.0,47.0,3.0,3065.0,4.0,29.0,3.0,2220.0,1.0,17.0,2.0,699.0,1.0,20.0,0.0,853.0,0.0,8.0,0.0,282.0,29,Crystal Palace,Premier League,right,180.0,Chung-Yong Lee,"Korea, South",W
8.0,47.0,27.0,4007.0,2.0,28.0,11.0,2285.0,3.0,35.0,16.0,2893.0,6.0,42.0,10.0,2232.0,2.0,40.0,17.0,3279.0,6.0,24.0,2.0,1974.0,27,Crystal Palace,Premier League,right,190.0,Christian Benteke,Belgium  DR Congo,CF
0.0,25.0,7.0,1282.0,7.0,36.0,15.0,2531.0,1.0,40.0,6.0,2974.0,3.0,24.0,6.0,1586.0,0.0,10.0,3.0,545.0,,,,,24,Crystal Palace,Premier League,right,189.0,Connor Wickham,England  Northern Ireland,CF
0.0,0.0,0.0,0.0,0.0,7.0,1.0,221.0,6.0,32.0,14.0,1976.0,1.0,15.0,2.0,785.0,3.0,29.0,4.0,1192.0,9.0,30.0,15.0,2170.0,22,Crystal Palace,Premier League,left,194.0,Alexander Sörloth,Norway,CF
1.0,11.0,1.0,644.0,3.0,34.0,11.0,2108.0,7.0,40.0,10.0,3160.0,3.0,36.0,9.0,2408.0,7.0,30.0,3.0,2072.0,5.0,30.0,4.0,2259.0,28,Stoke City,Premier League,right,191.0,Eric Maxim Choupo-Moting,Cameroon  Germany,W
12.0,38.0,22.0,3134.0,6.0,31.0,8.0,1165.0,2.0,23.0,4.0,644.0,8.0,38.0,6.0,1282.0,1.0,30.0,5.0,1531.0,2.0,12.0,1.0,631.0,25,Stoke City,Premier League,right,178.0,Jesé,Spain,W
,,,,0.0,9.0,3.0,651.0,3.0,31.0,8.0,1579.0,12.0,34.0,6.0,2496.0,2.0,20.0,0.0,1057.0,1.0,21.0,4.0,1248.0,21,Stoke City,Premier League,right,183.0,Ramadan Sobhi,Egypt,W
13.0,39.0,8.0,1896.0,4.0,27.0,7.0,1252.0,4.0,35.0,5.0,1710.0,6.0,32.0,3.0,2294.0,2.0,22.0,4.0,1781.0,6.0,29.0,7.0,2284.0,26,Stoke City,Premier League,left,169.0,Xherdan Shaqiri,Switzerland  Kosovo,W
3.0,16.0,5.0,1065.0,2.0,36.0,11.0,1773.0,6.0,45.0,20.0,3456.0,1.0,37.0,9.0,2247.0,0.0,22.0,3.0,1446.0,1.0,17.0,0.0,755.0,24,Stoke City,Premier League,right,179.0,Saido Berahino,England  Burundi,CF
8.0,36.0,17.0,2745.0,4.0,20.0,8.0,1557.0,3.0,38.0,12.0,2723.0,1.0,30.0,5.0,1519.0,2.0,29.0,1.0,1493.0,2.0,30.0,5.0,2118.0,30,Stoke City,Premier League,right,185.0,Mame Diouf,Senegal,CF
6.0,38.0,8.0,2530.0,6.0,38.0,9.0,2994.0,2.0,38.0,10.0,1901.0,1.0,18.0,2.0,860.0,4.0,30.0,10.0,1634.0,2.0,25.0,4.0,1292.0,37,Stoke City,Premier League,right,201.0,Peter Crouch,England  Ireland,CF
,,,,,,,,4.0,24.0,9.0,1842.0,1.0,26.0,4.0,1509.0,6.0,18.0,7.0,1591.0,5.0,33.0,5.0,2692.0,20,Watford FC,Premier League,right,179.0,Richarlison,Brazil,W
5.0,37.0,18.0,2451.0,5.0,29.0,4.0,1109.0,10.0,28.0,3.0,1329.0,13.0,33.0,4.0,1835.0,4.0,31.0,4.0,2041.0,4.0,21.0,3.0,1207.0,23,Watford FC,Premier League,right,177.0,Gerard Deulofeu,Spain,W
4.0,31.0,3.0,1778.0,5.0,32.0,2.0,1740.0,18.0,46.0,7.0,3091.0,3.0,7.0,1.0,609.0,3.0,32.0,3.0,1250.0,2.0,28.0,2.0,1650.0,26,Watford FC,Premier League,right,181.0,André Carrillo,Peru,W
,,,,0.0,0.0,0.0,0.0,0.0,4.0,0.0,220.0,4.0,22.0,3.0,844.0,0.0,6.0,0.0,149.0,4.0,21.0,3.0,1396.0,20,Watford FC,Premier League,left,187.0,Dodi Lukebakio,Belgium  DR Congo,W
10.0,50.0,18.0,3937.0,13.0,44.0,30.0,3461.0,8.0,50.0,18.0,3832.0,10.0,44.0,25.0,3625.0,3.0,36.0,10.0,2495.0,3.0,28.0,4.0,1369.0,26,Watford FC,Premier League,right,178.0,Andre Gray,England  Jamaica,CF
10.0,43.0,20.0,3295.0,5.0,48.0,25.0,4298.0,10.0,43.0,21.0,3513.0,10.0,43.0,15.0,3723.0,5.0,40.0,10.0,3164.0,3.0,23.0,6.0,1483.0,29,Watford FC,Premier League,right,184.0,Troy Deeney,England  Jamaica,CF
6.0,38.0,7.0,2224.0,4.0,15.0,5.0,891.0,3.0,34.0,4.0,2564.0,4.0,49.0,17.0,3677.0,0.0,20.0,4.0,1044.0,1.0,12.0,1.0,369.0,28,Watford FC,Premier League,right,186.0,Stefano Okaka,Italy  Nigeria,CF
0.0,2.0,0.0,99.0,0.0,2.0,0.0,76.0,4.0,23.0,10.0,1678.0,2.0,17.0,6.0,1335.0,0.0,12.0,1.0,511.0,0.0,4.0,0.0,43.0,21,Watford FC,Premier League,right,181.0,Jerome Sinclair,England  Jamaica,CF
11.0,38.0,18.0,2927.0,6.0,34.0,5.0,1923.0,5.0,45.0,13.0,2949.0,5.0,40.0,7.0,1682.0,5.0,32.0,5.0,2161.0,0.0,5.0,1.0,311.0,28,West Bromwich Albion,Premier League,right,187.0,Nacer Chadli,Belgium  Morocco,W
4.0,41.0,5.0,2706.0,5.0,49.0,4.0,2901.0,7.0,37.0,6.0,2924.0,4.0,42.0,2.0,2985.0,3.0,36.0,2.0,1616.0,0.0,28.0,1.0,1157.0,28,West Bromwich Albion,Premier League,left,180.0,James McClean,Ireland  Northern Ireland,W
5.0,30.0,7.0,1685.0,4.0,37.0,4.0,1803.0,1.0,36.0,4.0,2601.0,7.0,35.0,5.0,2365.0,1.0,32.0,3.0,805.0,0.0,20.0,2.0,1003.0,28,West Bromwich Albion,Premier League,left,183.0,Hal Robson-Kanu,Wales  England,W
,,,,,,,,0.0,6.0,0.0,276.0,1.0,21.0,2.0,926.0,4.0,32.0,5.0,1108.0,2.0,19.0,1.0,563.0,20,West Bromwich Albion,Premier League,right,188.0,Oliver Burke,Scotland,W
4.0,34.0,4.0,2514.0,2.0,22.0,3.0,1361.0,8.0,27.0,3.0,2000.0,5.0,45.0,8.0,3859.0,9.0,29.0,5.0,2404.0,3.0,27.0,2.0,1860.0,26,West Bromwich Albion,Premier League,right,183.0,Matt Phillips,Scotland  England,W
,,,,,,,,2.0,15.0,0.0,1120.0,2.0,22.0,0.0,1509.0,3.0,20.0,1.0,1086.0,1.0,17.0,0.0,841.0,18,West Bromwich Albion,Premier League,right,182.0,Jonathan Leko,England  DR Congo,W
6.0,28.0,13.0,1560.0,9.0,33.0,25.0,2667.0,2.0,18.0,5.0,1217.0,2.0,25.0,13.0,1700.0,3.0,27.0,7.0,1193.0,3.0,17.0,3.0,592.0,28,West Bromwich Albion,Premier League,left,180.0,Daniel Sturridge,England  Jamaica,CF
2.0,37.0,13.0,2834.0,5.0,31.0,20.0,2311.0,4.0,44.0,20.0,2866.0,4.0,42.0,10.0,3106.0,2.0,40.0,8.0,3021.0,2.0,32.0,8.0,2386.0,28,West Bromwich Albion,Premier League,right,186.0,José Salomón Rondón,Venezuela,CF
8.0,37.0,9.0,2355.0,3.0,39.0,17.0,2930.0,,,,,1.0,18.0,6.0,742.0,3.0,35.0,6.0,1426.0,2.0,34.0,8.0,2555.0,28,West Bromwich Albion,Premier League,right,185.0,Jay Rodríguez,England  Spain,CF
5.0,45.0,12.0,3846.0,4.0,29.0,8.0,2482.0,6.0,30.0,11.0,2519.0,5.0,35.0,12.0,2943.0,3.0,26.0,6.0,1453.0,4.0,28.0,6.0,1646.0,28,Swansea City,Premier League,left,176.0,André Ayew,Ghana  France,W
10.0,44.0,5.0,3056.0,8.0,47.0,6.0,3398.0,1.0,32.0,4.0,2375.0,1.0,30.0,2.0,1860.0,1.0,29.0,3.0,2045.0,1.0,18.0,1.0,788.0,33,Swansea City,Premier League,right,170.0,Wayne Routledge,England  Jamaica,W
,,,,,,,,0.0,1.0,0.0,6.0,6.0,22.0,8.0,1586.0,1.0,19.0,1.0,1178.0,3.0,18.0,9.0,1123.0,23,Swansea City,Premier League,right,178.0,Kenji Gorré,Curacao  Netherlands,W
9.0,26.0,6.0,1817.0,4.0,27.0,3.0,1218.0,12.0,46.0,8.0,3483.0,6.0,40.0,9.0,2714.0,4.0,36.0,3.0,1582.0,4.0,22.0,3.0,1035.0,27,Swansea City,Premier League,right,175.0,Luciano Narsingh,Netherlands  Suriname,W
5.0,44.0,6.0,2859.0,2.0,37.0,6.0,2295.0,3.0,37.0,5.0,2261.0,1.0,17.0,3.0,568.0,3.0,12.0,0.0,505.0,0.0,24.0,3.0,1368.0,30,Swansea City,Premier League,right,165.0,Nathan Dyer,England  Jamaica,W
10.0,36.0,37.0,3063.0,7.0,48.0,26.0,3555.0,3.0,34.0,11.0,1663.0,6.0,34.0,9.0,1665.0,0.0,11.0,2.0,759.0,0.0,20.0,4.0,1091.0,29,Swansea City,Premier League,right,181.0,Wilfried Bony,Cote d'Ivoire,CF
,,,,,,,,2.0,24.0,15.0,1303.0,6.0,34.0,20.0,2798.0,4.0,48.0,26.0,3743.0,5.0,31.0,7.0,1884.0,20,Swansea City,Premier League,right,190.0,Tammy Abraham,England  Nigeria,CF
5.0,47.0,10.0,2696.0,3.0,40.0,7.0,2269.0,7.0,33.0,13.0,2716.0,1.0,36.0,7.0,2695.0,7.0,36.0,4.0,2482.0,3.0,38.0,10.0,2738.0,26,Swansea City,Premier League,right,182.0,Jordan Ayew,Ghana  France,CF
4.0,31.0,1.0,1103.0,6.0,30.0,5.0,2477.0,2.0,13.0,0.0,365.0,1.0,14.0,2.0,543.0,3.0,35.0,5.0,1711.0,2.0,27.0,2.0,1740.0,26,Newcastle United,Premier League,left,165.0,Christian Atsu,Ghana,W
3.0,20.0,9.0,1781.0,6.0,28.0,4.0,1825.0,11.0,34.0,8.0,2667.0,10.0,43.0,10.0,2970.0,8.0,40.0,9.0,2724.0,1.0,22.0,1.0,1158.0,23,Newcastle United,Premier League,right,173.0,Jacob Murphy,England,W
1.0,17.0,6.0,1471.0,4.0,31.0,10.0,1426.0,5.0,33.0,15.0,2296.0,6.0,46.0,31.0,3598.0,5.0,31.0,9.0,1757.0,2.0,17.0,5.0,645.0,29,Newcastle United,Premier League,right,188.0,Islam Slimani,Algeria,CF
8.0,49.0,20.0,4094.0,0.0,25.0,8.0,994.0,2.0,29.0,10.0,1433.0,1.0,20.0,7.0,1024.0,4.0,34.0,23.0,2287.0,4.0,30.0,5.0,1659.0,27,Newcastle United,Premier League,right,177.0,Dwight Gayle,England  Jamaica,CF
2.0,25.0,5.0,1597.0,3.0,33.0,14.0,2116.0,4.0,32.0,10.0,2654.0,4.0,27.0,4.0,1455.0,1.0,24.0,6.0,1184.0,1.0,27.0,4.0,1596.0,27,Newcastle United,Premier League,right,192.0,Joselu,Spain,CF
,,,,1.0,8.0,1.0,139.0,2.0,32.0,2.0,1820.0,5.0,41.0,10.0,3007.0,1.0,17.0,0.0,323.0,0.0,10.0,1.0,194.0,23,Burnley FC,Premier League,right,174.0,Georges-Kevin N'Koudou,France  Cameroon,W
9.0,46.0,4.0,3679.0,5.0,33.0,1.0,2642.0,3.0,31.0,2.0,1810.0,2.0,31.0,6.0,2086.0,1.0,13.0,1.0,667.0,3.0,25.0,0.0,1453.0,30,Burnley FC,Premier League,right,165.0,Aaron Lennon,England  Ireland,W
7.0,42.0,6.0,2321.0,2.0,53.0,9.0,3251.0,4.0,44.0,11.0,3454.0,13.0,42.0,6.0,3416.0,3.0,24.0,1.0,1297.0,6.0,32.0,2.0,2518.0,27,Burnley FC,Premier League,left,186.0,Johann Berg Gudmundsson,Iceland,W
4.0,42.0,11.0,3653.0,2.0,36.0,5.0,2476.0,5.0,36.0,11.0,2722.0,3.0,33.0,8.0,2278.0,4.0,24.0,4.0,1386.0,0.0,5.0,0.0,94.0,34,Burnley FC,Premier League,right,183.0,Jonathan Walters,Ireland  England,W
7.0,45.0,23.0,3623.0,6.0,31.0,8.0,1303.0,0.0,18.0,2.0,585.0,4.0,37.0,13.0,2936.0,4.0,48.0,30.0,3847.0,2.0,22.0,9.0,1468.0,26,Burnley FC,Premier League,right,191.0,Chris Wood,New Zealand,CF
2.0,49.0,4.0,1821.0,4.0,44.0,21.0,3808.0,0.0,17.0,1.0,680.0,5.0,46.0,16.0,3688.0,4.0,42.0,12.0,2465.0,2.0,24.0,3.0,947.0,28,Burnley FC,Premier League,right,186.0,Sam Vokes,Wales  England,CF
7.0,54.0,26.0,3538.0,4.0,43.0,22.0,3338.0,4.0,37.0,14.0,2588.0,4.0,47.0,18.0,3700.0,3.0,47.0,10.0,3393.0,0.0,7.0,0.0,52.0,27,Burnley FC,Premier League,right,170.0,Nahki Wells,Bermuda,CF
,,,,3.0,18.0,8.0,1562.0,7.0,44.0,15.0,2763.0,9.0,37.0,7.0,2464.0,3.0,34.0,16.0,2572.0,3.0,30.0,4.0,1657.0,25,Brighton & Hove Albion,Premier League,right,171.0,José Izquierdo,Colombia,W
1.0,23.0,0.0,854.0,2.0,28.0,3.0,2048.0,5.0,27.0,7.0,2227.0,6.0,32.0,9.0,2318.0,6.0,33.0,0.0,1987.0,0.0,6.0,0.0,511.0,26,Brighton & Hove Albion,Premier League,right,176.0,Jirí Skalák,Czech Republic,W
7.0,47.0,9.0,3085.0,8.0,50.0,7.0,3652.0,4.0,19.0,3.0,1216.0,15.0,48.0,12.0,4030.0,9.0,45.0,15.0,3813.0,2.0,31.0,3.0,2173.0,26,Brighton & Hove Albion,Premier League,left,172.0,Anthony Knockaert,France  Belgium,W
4.0,37.0,29.0,2096.0,6.0,41.0,17.0,2887.0,5.0,37.0,9.0,1606.0,14.0,42.0,12.0,2904.0,4.0,17.0,4.0,1036.0,7.0,21.0,11.0,1601.0,24,Brighton & Hove Albion,Premier League,right,185.0,Jürgen Locadia,Netherlands  Curacao,CF
4.0,42.0,16.0,2793.0,5.0,38.0,16.0,3038.0,4.0,40.0,13.0,2580.0,4.0,35.0,6.0,1536.0,0.0,24.0,1.0,724.0,2.0,13.0,1.0,523.0,31,Brighton & Hove Albion,Premier League,right,188.0,Leonardo Ulloa,Argentina  Spain,CF
2.0,34.0,10.0,2151.0,6.0,54.0,26.0,4511.0,4.0,27.0,4.0,2175.0,7.0,33.0,4.0,2171.0,7.0,34.0,12.0,2366.0,1.0,7.0,1.0,434.0,28,Brighton & Hove Albion,Premier League,right,170.0,Sam Baldock,England,CF
6.0,45.0,31.0,3906.0,1.0,14.0,1.0,394.0,4.0,38.0,15.0,2544.0,0.0,25.0,5.0,934.0,8.0,47.0,23.0,3627.0,0.0,30.0,13.0,1758.0,34,Brighton & Hove Albion,Premier League,right,186.0,Glenn Murray,England,CF
2.0,38.0,11.0,2485.0,1.0,24.0,2.0,1198.0,4.0,35.0,8.0,2328.0,5.0,48.0,17.0,3302.0,4.0,41.0,14.0,1997.0,2.0,19.0,2.0,1076.0,30,Brighton & Hove Albion,Premier League,right,182.0,Tomer Hemed,Israel  Poland,CF
6.0,23.0,0.0,1257.0,2.0,41.0,4.0,2206.0,0.0,27.0,2.0,1151.0,6.0,21.0,6.0,1341.0,8.0,29.0,3.0,1856.0,3.0,25.0,5.0,1913.0,24,AFC Bournemouth,Premier League,right,163.0,Ryan Fraser,Scotland,W
9.0,37.0,5.0,2370.0,7.0,32.0,3.0,1158.0,3.0,20.0,2.0,1032.0,3.0,25.0,5.0,1821.0,5.0,22.0,7.0,1536.0,2.0,18.0,4.0,1221.0,28,AFC Bournemouth,Premier League,right,183.0,Junior Stanislas,England  St. Lucia,W
10.0,46.0,8.0,3845.0,3.0,45.0,5.0,3073.0,7.0,44.0,9.0,3148.0,3.0,30.0,5.0,1580.0,3.0,23.0,2.0,1451.0,2.0,22.0,1.0,1167.0,30,AFC Bournemouth,Premier League,right,180.0,Marc Pugh,England,W
4.0,13.0,1.0,831.0,6.0,18.0,3.0,1107.0,2.0,39.0,5.0,2177.0,4.0,43.0,4.0,2245.0,0.0,26.0,0.0,1145.0,8.0,32.0,1.0,1890.0,22,AFC Bournemouth,Premier League,right,176.0,Jordon Ibe,England  Nigeria,W
0.0,12.0,1.0,391.0,7.0,41.0,22.0,3672.0,13.0,50.0,23.0,4083.0,0.0,13.0,5.0,770.0,1.0,21.0,6.0,1410.0,3.0,23.0,8.0,1608.0,26,AFC Bournemouth,Premier League,right,180.0,Callum Wilson,England  Ireland,CF
,,,,0.0,5.0,0.0,125.0,0.0,1.0,0.0,4.0,3.0,29.0,14.0,1602.0,0.0,14.0,0.0,442.0,1.0,22.0,2.0,808.0,22,AFC Bournemouth,Premier League,right,184.0,Lys Mousset,France,CF
6.0,43.0,15.0,3027.0,6.0,43.0,22.0,2912.0,1.0,19.0,4.0,1637.0,1.0,34.0,18.0,2641.0,2.0,40.0,15.0,3458.0,0.0,19.0,3.0,932.0,35,AFC Bournemouth,Premier League,right,171.0,Jermain Defoe,England  St. Lucia,CF
14.0,47.0,18.0,4108.0,7.0,33.0,8.0,2595.0,3.0,37.0,12.0,2499.0,7.0,46.0,12.0,3481.0,8.0,50.0,15.0,3934.0,0.0,33.0,2.0,2504.0,26,Huddersfield Town,Premier League,left,178.0,Tom Ince,England  Barbados,W
3.0,38.0,5.0,2517.0,8.0,36.0,7.0,2121.0,10.0,41.0,2.0,2585.0,2.0,30.0,2.0,1965.0,4.0,46.0,2.0,3510.0,1.0,31.0,5.0,2073.0,26,Huddersfield Town,Premier League,right,181.0,Rajiv van La Parra,Netherlands  Suriname,W
1.0,38.0,3.0,2300.0,3.0,42.0,1.0,1464.0,8.0,45.0,4.0,3559.0,4.0,30.0,1.0,1717.0,1.0,16.0,0.0,749.0,1.0,20.0,0.0,1126.0,27,Huddersfield Town,Premier League,right,176.0,Sean Scannell,Ireland  England,W
,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,5.0,34.0,11.0,2683.0,3.0,38.0,15.0,3036.0,2.0,24.0,8.0,1670.0,23,Huddersfield Town,Premier League,right,190.0,Steve Mounié,Benin  France,CF
4.0,38.0,15.0,2989.0,7.0,37.0,10.0,2915.0,9.0,40.0,14.0,3288.0,5.0,47.0,16.0,3958.0,1.0,16.0,3.0,824.0,2.0,28.0,5.0,1715.0,29,Huddersfield Town,Premier League,right,191.0,Laurent Depoitre,Belgium,CF
2.0,20.0,6.0,1370.0,12.0,35.0,6.0,2516.0,1.0,32.0,6.0,2222.0,0.0,10.0,0.0,269.0,4.0,48.0,13.0,3980.0,1.0,19.0,1.0,1369.0,25,Huddersfield Town,Premier League,right,178.0,Elias Kachunga,DR Congo  Germany,CF
3.0,16.0,2.0,1147.0,2.0,15.0,2.0,785.0,3.0,28.0,6.0,1770.0,0.0,16.0,2.0,483.0,7.0,38.0,11.0,2381.0,4.0,26.0,0.0,1434.0,26,Huddersfield Town,Premier League,,191.0,Collin Quaner,Germany  Ghana,CF
7.0,22.0,5.0,1305.0,7.0,30.0,5.0,2479.0,5.0,29.0,9.0,2480.0,2.0,8.0,1.0,367.0,5.0,37.0,13.0,2818.0,4.0,34.0,11.0,2817.0,31,Besiktas JK,Süper Lig,right,185.0,Ryan Babel,Netherlands  Suriname,W
12.0,40.0,19.0,3332.0,7.0,41.0,7.0,2741.0,12.0,37.0,9.0,2778.0,3.0,23.0,4.0,1555.0,17.0,38.0,5.0,3062.0,5.0,23.0,4.0,1187.0,30,Besiktas JK,Süper Lig,right,178.0,Jeremain Lens,Netherlands  Suriname,W
0.0,7.0,0.0,278.0,8.0,33.0,4.0,2329.0,11.0,43.0,9.0,3425.0,9.0,35.0,6.0,2164.0,1.0,8.0,0.0,449.0,,,,,26,Besiktas JK,Süper Lig,left,176.0,Gökhan Töre,Turkey  Germany,W
,,,,4.0,24.0,9.0,1900.0,7.0,43.0,10.0,2485.0,8.0,37.0,5.0,2421.0,17.0,44.0,6.0,3505.0,11.0,32.0,4.0,2276.0,34,Besiktas JK,Süper Lig,right,175.0,Ricardo Quaresma,Portugal,W
,,,,,,,,1.0,28.0,18.0,1927.0,4.0,33.0,14.0,2489.0,3.0,28.0,12.0,2168.0,0.0,0.0,0.0,0.0,22,Besiktas JK,Süper Lig,right,188.0,Cyle Larin,Canada  Jamaica,CF
4.0,42.0,31.0,3523.0,8.0,49.0,23.0,2552.0,5.0,34.0,6.0,1733.0,3.0,40.0,12.0,2160.0,4.0,39.0,10.0,3037.0,9.0,36.0,13.0,1577.0,32,Besiktas JK,Süper Lig,left,186.0,Álvaro Negredo,Spain,CF
7.0,22.0,12.0,2014.0,12.0,36.0,23.0,2967.0,5.0,34.0,14.0,2497.0,0.0,13.0,4.0,813.0,3.0,28.0,23.0,2455.0,3.0,24.0,13.0,1722.0,33,Besiktas JK,Süper Lig,both,172.0,Vágner Love,Brazil,CF
1.0,9.0,2.0,639.0,2.0,22.0,3.0,735.0,2.0,30.0,5.0,1570.0,1.0,12.0,1.0,377.0,5.0,43.0,9.0,1582.0,0.0,9.0,4.0,504.0,29,Besiktas JK,Süper Lig,right,182.0,Mustafa Pektemek,Turkey,CF
10.0,42.0,12.0,3600.0,11.0,38.0,15.0,3000.0,1.0,32.0,2.0,1624.0,6.0,36.0,7.0,2708.0,11.0,40.0,8.0,2628.0,9.0,30.0,7.0,1977.0,27,Galatasaray SK,Süper Lig,right,173.0,Garry Rodrigues,Cape Verde  Netherlands,W
3.0,31.0,4.0,2027.0,9.0,31.0,7.0,2592.0,14.0,34.0,5.0,1949.0,9.0,49.0,10.0,3572.0,4.0,36.0,11.0,2520.0,3.0,23.0,5.0,1295.0,30,Galatasaray SK,Süper Lig,right,179.0,Yasin Öztekin,Turkey  Germany,W
7.0,37.0,6.0,2902.0,10.0,45.0,7.0,2885.0,8.0,33.0,6.0,1931.0,4.0,33.0,5.0,2042.0,3.0,28.0,4.0,1508.0,8.0,23.0,6.0,1562.0,28,Galatasaray SK,Süper Lig,right,177.0,Sofiane Feghouli,Algeria  France,W
1.0,23.0,1.0,717.0,2.0,19.0,1.0,835.0,1.0,10.0,1.0,323.0,4.0,26.0,11.0,1141.0,2.0,21.0,7.0,914.0,6.0,19.0,8.0,926.0,24,Galatasaray SK,Süper Lig,left,179.0,Sinan Gümüs,Germany,W
6.0,45.0,21.0,3243.0,4.0,49.0,22.0,3489.0,3.0,36.0,10.0,2054.0,0.0,35.0,7.0,1812.0,4.0,34.0,21.0,2859.0,6.0,30.0,28.0,2369.0,32,Galatasaray SK,Süper Lig,right,184.0,Bafétimbi Gomis,France  Senegal,CF
1.0,20.0,1.0,875.0,2.0,26.0,1.0,784.0,2.0,7.0,2.0,285.0,5.0,32.0,14.0,2197.0,2.0,38.0,12.0,2042.0,4.0,24.0,4.0,907.0,29,Galatasaray SK,Süper Lig,right,191.0,Eren Derdiyok,Switzerland  Turkey,CF
15.0,49.0,5.0,3979.0,8.0,41.0,3.0,2991.0,15.0,36.0,4.0,2892.0,8.0,37.0,4.0,2715.0,8.0,43.0,10.0,2536.0,15.0,31.0,6.0,1987.0,33,Fenerbahce SK,Süper Lig,right,167.0,Mathieu Valbuena,France,W
8.0,38.0,8.0,3001.0,12.0,40.0,17.0,3550.0,3.0,41.0,17.0,3466.0,3.0,33.0,12.0,2924.0,5.0,29.0,7.0,1724.0,1.0,29.0,3.0,1573.0,31,Fenerbahce SK,Süper Lig,right,176.0,Aatif Chahechouhe,Morocco  France,W
,,,,,,,,0.0,0.0,0.0,0.0,0.0,2.0,0.0,90.0,0.0,3.0,1.0,118.0,0.0,6.0,1.0,450.0,20,Fenerbahce SK,Süper Lig,left,170.0,Samed Karakoc,Turkey,W
